county,county_fips,state,county_population,health_service_area_number,health_service_area,health_service_area_population,covid_inpatient_bed_utilization,covid_hospital_admissions_per_100k,covid_cases_per_100k,covid_19_community_level,date_updated
Erie County,39043,Ohio,74266,366,"Lorain (Lorain), OH - Erie, OH",500883,0.9,2.2,29.62,Low,2022-04-21T07:00:00Z
Garrett County,24023,Maryland,29014,1,"Allegany (Cumberland), MD - Garrett, MD",151642,2.3,7.9,161.99,Low,2022-06-30T07:00:00Z
Loíza Muni,72087,Puerto Rico,24553,904,Puerto Rico,3193694,3.8,9.1,297.32,Medium,2022-06-09T07:00:00Z
Perry County,05105,Arkansas,10455,432,"Pulaski (Little Rock), AR - Faulkner, AR",787837,0.9,7.7,19.13,Low,2022-05-19T07:00:00Z
Harrison County,29081,Missouri,8352,591,"Buchanan (St. Joseph), MO - Nodaway, MO",164251,6.2,25.6,203.54,High,2022-07-21T07:00:00Z
Buffalo County,55011,Wisconsin,13031,298,"Eau Claire (Eau Claire), WI - Chippewa, WI",234990,4.0,9.4,191.85,Low,2022-09-01T07:00:00Z
Anchorage Municipality,02020,Alaska,288000,820,"Anchorage (Anchorage), AK - Matanuska-Susitna Borough, AK",547697,2.3,5.1,237.85,Medium,2022-05-26T07:00:00Z
Madison County,12079,Florida,18493,183,"Leon (Tallahassee), FL - Gadsden, FL",447768,0.4,0.7,27.04,Low,2022-04-21T07:00:00Z
Cecil County,24015,Maryland,102855,75,"New Castle (Wilmington), DE - Harford, MD",917049,5.7,11.6,153.61,Medium,2022-08-18T07:00:00Z
Garfield County,49017,Utah,5051,707,"Clark (Las Vegas), NV - Washington, UT",2511266,2.2,5.8,39.6,Low,2022-05-19T07:00:00Z
Martin County,27091,Minnesota,19683,626,"Martin, MN - Emmet, IA",28891,1.2,6.9,121.93,Low,2022-04-28T07:00:00Z
McLean County,38055,North Dakota,9450,543,"Burleigh (Bismarck), ND - Morton, ND",157852,4.7,19.0,222.22,High,2022-08-25T07:00:00Z
Salem City,51775,Virginia,25301,14,"Roanoke City, VA - Roanoke, VA",592537,2.4,5.6,154.14,Low,2022-05-19T07:00:00Z
Haskell County,48207,Texas,5658,428,"Taylor (Abilene), TX - Jones, TX",210821,3.3,13.3,265.11,High,2022-08-18T07:00:00Z
Escambia County,12033,Florida,318316,163,"Escambia (Pensacola), FL - Okaloosa, FL",836138,0.6,3.1,15.39,Low,2022-04-21T07:00:00Z
Dutchess County,36027,New York,294218,41,"Westchester (Yonkers), NY - Dutchess, NY",1537617,5.3,11.3,130.52,Medium,2022-08-25T07:00:00Z
Waukesha County,55133,Wisconsin,404198,280,"Milwaukee (Milwaukee), WI - Waukesha, WI",1575179,4.5,7.4,73.23,Low,2022-03-03T07:00:00Z
Fayette County,18041,Indiana,23102,385,"Wayne, IN - Fayette, IN",96040,17.9,8.3,112.54,High,2022-02-24T07:00:00Z
Macon County,13193,Georgia,12947,197,"Sumter, GA - Crisp, GA",86868,2.5,6.9,139.03,Low,2022-06-09T07:00:00Z
Stonewall County,48433,Texas,1350,428,"Taylor (Abilene), TX - Jones, TX",210821,0.3,4.7,0,Low,2022-05-19T07:00:00Z
Georgetown County,45043,South Carolina,62680,246,"Horry, SC - Georgetown, SC",416761,2.9,4.8,65.41,Low,2022-05-12T07:00:00Z
Cheboygan County,26031,Michigan,25276,294,"Chippewa, MI - Emmet, MI",132982,3.8,5.3,31.65,Low,2022-03-17T07:00:00Z
Meade County,20119,Kansas,4033,551,"Ford, KS - Gray, KS",47428,0.6,2.1,0,Low,2022-05-26T07:00:00Z
Tripp County,46123,South Dakota,5441,595,"Todd, SD - Tripp, SD",23783,0,0,0,Low,2022-04-07T07:00:00Z
Orleans County,36073,New York,40352,54,"Erie (Buffalo), NY - Monroe, NY",2070158,3.9,7.3,52.04,Low,2022-07-07T07:00:00Z
Yadkin County,37197,North Carolina,37667,149,"Forsyth (Winston-Salem), NC - Surry, NC",580182,4.4,16.2,398.23,High,2022-07-28T07:00:00Z
Noble County,18113,Indiana,47744,304,"Allen (Fort Wayne), IN - Noble, IN",578690,3.7,12.8,219.92,High,2022-07-28T07:00:00Z
Bannock County,16005,Idaho,87808,696,"Bannock, ID - Bingham, ID",153986,3.4,7.1,231.19,Medium,2022-07-21T07:00:00Z
Clinton County,21053,Kentucky,10218,104,"Clinton, KY - Cumberland, KY",16832,0,0,29.36,Low,2022-05-12T07:00:00Z
Loíza Muni,72087,Puerto Rico,24553,904,Puerto Rico,3193694,0.4,1.5,12.22,Low,2022-03-24T07:00:00Z
Valencia County,35061,New Mexico,76688,693,"Bernalillo (Albuquerque), NM - Sandoval, NM",961330,1.2,3.3,65.2,Low,2022-05-05T07:00:00Z
Cochran County,48079,Texas,2853,406,"Lubbock (Lubbock), TX - Hockley, TX",391318,0.7,1.3,140.2,Low,2022-04-07T07:00:00Z
Colusa County,06011,California,21547,690,"Sutter (Yuba City), CA - Yuba, CA",197186,2.1,6.1,13.92,Low,2022-04-07T07:00:00Z
Stafford County,51179,Virginia,152882,135,"Stafford, VA - Spotsylvania, VA",375694,2.6,6.9,236.78,Medium,2022-06-30T07:00:00Z
Sargent County,38081,North Dakota,3898,547,"Cass (Fargo), ND - Clay, MN",346542,8.3,13,230.89,High,2022-02-24T07:00:00Z
Monroe County,18105,Indiana,148431,341,"Monroe (Bloomington), IN - Greene, IN",216244,2.3,4.2,40.42,Low,2022-03-31T07:00:00Z
Union County,41061,Oregon,26835,759,"Union, OR - Baker, OR",50167,0.6,0,7.45,Low,2022-04-07T07:00:00Z
Hillsdale County,26059,Michigan,45605,375,"Jackson (Jackson), MI - Lenawee, MI",346083,2.7,4.6,63.59,Low,2022-04-28T07:00:00Z
Piscataquis County,23021,Maine,16785,17,"Penobscot (Bangor), ME - Hancock, ME",255299,6,15.3,244.27,High,2022-06-02T07:00:00Z
San Diego County,06073,California,3338330,774,"San Diego (San Diego), CA - Imperial, CA",3519545,6.6,9.6,262.35,Medium,2022-08-11T07:00:00Z
Marquette County,55077,Wisconsin,15574,301,"Dane (Madison), WI - Sauk, WI",776612,1.9,3.2,70.63,Low,2022-03-24T07:00:00Z
Audrain County,29007,Missouri,25388,666,"Audrain, MO - Montgomery, MO",45583,NA,0,181.19,Low,2022-08-18T07:00:00Z
Emery County,49015,Utah,10012,809,"Carbon, UT - Emery, UT",30475,1.2,3.3,0,Low,2022-06-09T07:00:00Z
Hubbard County,27057,Minnesota,21491,612,"Crow Wing, MN - Cass, MN",145893,5.3,6.2,120.98,Low,2022-03-17T07:00:00Z
Mendocino County,06045,California,86749,811,"Mendocino, CA",86749,4.8,4.6,318.16,Medium,2022-05-26T07:00:00Z
Winn Parish,22127,Louisiana,13904,530,"Winn, LA",13904,1.4,7.2,0,Low,2022-04-07T07:00:00Z
Caldwell County,29025,Missouri,9020,548,"Jackson (Kansas City), MO - Clay, MO",1310630,2.4,7.1,33.26,Low,2022-05-19T07:00:00Z
Garden County,31069,Nebraska,1837,580,"Scotts Bluff, NE - Goshen, WY",69815,0.8,4.3,0,Low,2022-05-26T07:00:00Z
Beadle County,46005,South Dakota,18453,600,"Beadle, SD - Hand, SD",24958,0,0,27.1,Low,2022-04-28T07:00:00Z
Grays Harbor County,53027,Washington,75061,758,"Thurston (Olympia), WA - Lewis, WA",535543,8.5,11,279.77,High,2022-07-07T07:00:00Z
Stephens County,40137,Oklahoma,43143,497,"Stephens, OK - Jefferson, OK",49145,0.5,2,6.95,Low,2022-05-26T07:00:00Z
Carlton County,27017,Minnesota,35871,289,"St. Louis (Duluth), MN - Itasca, MN",381133,4.7,10.2,136.6,Medium,2022-08-11T07:00:00Z
DuPage County,17043,Illinois,922921,287,"Cook (Chicago), IL - DuPage, IL",7077463,3.5,10.9,341.96,High,2022-05-26T07:00:00Z
Santa Rosa County,12113,Florida,184313,163,"Escambia (Pensacola), FL - Okaloosa, FL",836138,4.0,14.0,164.39,Medium,2022-09-01T07:00:00Z
Lake County,41037,Oregon,7869,743,"Klamath, OR - Lake, OR",76107,3.6,2.6,88.96,Low,2022-05-26T07:00:00Z
Walthall County,28147,Mississippi,14286,477,"Pike, MS - Marion, MS",90444,8.4,14.4,349.99,High,2022-08-11T07:00:00Z
Lehigh County,42077,Pennsylvania,369318,84,"Lehigh (Allentown), PA - Northampton, PA",909056,5.7,9.5,43.59,Low,2022-03-03T07:00:00Z
Lincoln County,08073,Colorado,5701,754,"El Paso (Colorado Springs), CO - Teller, CO",760420,3.3,8.7,70.16,Low,2022-06-30T07:00:00Z
Jackson County,20085,Kansas,13171,554,"Shawnee (Topeka), KS - Riley, KS",350379,2.2,4.6,68.33,Low,2022-05-19T07:00:00Z
Union County,47173,Tennessee,19972,147,"Knox (Knoxville), TN - Blount, TN",888452,4.4,3.9,50.07,Low,2022-03-17T07:00:00Z
Johnson County,21115,Kentucky,22188,11,"Floyd, KY - Johnson, KY",69938,2.2,2.9,27.04,Low,2022-05-05T07:00:00Z
Claiborne County,28021,Mississippi,8988,431,"Warren, MS - Madison, LA",65320,0.6,0,11.13,Low,2022-04-07T07:00:00Z
Bucks County,42017,Pennsylvania,628270,28,"Philadelphia (Philadelphia), PA - Montgomery, PA",4134985,4.1,11.9,172.7,Medium,2022-06-09T07:00:00Z
Plymouth County,25023,Massachusetts,521202,22,"Middlesex, MA - Suffolk (Boston), MA",3885304,2,6,64.08,Low,2022-03-03T07:00:00Z
Ramsey County,38071,North Dakota,11519,655,"Ramsey, ND - Benson, ND",20638,25,9.7,338.57,High,2022-02-24T07:00:00Z
Blount County,01009,Alabama,57826,150,"Jefferson (Birmingham), AL - Shelby, AL",1237724,4.5,16.3,197.14,Medium,2022-08-18T07:00:00Z
Stephenson County,17177,Illinois,44498,302,"Dubuque (Dubuque), IA - Stephenson, IL",182483,4.6,15.3,188.77,Medium,2022-06-16T07:00:00Z
Fond du Lac County,55039,Wisconsin,103403,306,"Winnebago (Oshkosh), WI - Fond du Lac, WI",406505,4.6,6.6,269.82,Medium,2022-05-19T07:00:00Z
Teller County,08119,Colorado,25388,754,"El Paso (Colorado Springs), CO - Teller, CO",760420,2.3,4.5,181.19,Low,2022-06-09T07:00:00Z
Shackelford County,48417,Texas,3265,428,"Taylor (Abilene), TX - Jones, TX",210821,0.5,4.7,61.26,Low,2022-04-14T07:00:00Z
Love County,40085,Oklahoma,10253,474,"Carter, OK - Marshall, OK",86380,0.7,0,9.75,Low,2022-03-31T07:00:00Z
Noble County,18113,Indiana,47744,304,"Allen (Fort Wayne), IN - Noble, IN",578690,1.3,4.8,111.01,Low,2022-06-02T07:00:00Z
Tipton County,18159,Indiana,15148,364,"Howard (Kokomo), IN - Cass, IN",135381,0.1,0.7,6.6,Low,2022-04-14T07:00:00Z
Kingsbury County,46077,South Dakota,4939,610,"Brookings, SD - Kingsbury, SD",40016,1.7,2.5,80.99,Low,2022-06-30T07:00:00Z
Wrangell City and Borough,02275,Alaska,2502,817,"Ketchikan Gateway Borough, AK - Wrangell-Petersburg Cen, AK",25872,5.7,11.6,279.78,High,2022-05-19T07:00:00Z
Cascade County,30013,Montana,81366,692,"Cascade (Great Falls), MT - Glacier, MT",119555,3.6,25.1,210.16,High,2022-07-28T07:00:00Z
Sublette County,56035,Wyoming,9831,775,"Teton, WY - Lincoln, WY",53125,0,0,0,Low,2022-04-21T07:00:00Z
Calhoun County,05013,Arkansas,5189,486,"Union, AR - Columbia, AR",67328,1.2,0,0,Low,2022-05-19T07:00:00Z
Fulton County,18049,Indiana,19974,312,"St. Joseph (South Bend), IN - Marshall, IN",350411,4.3,13.1,270.35,High,2022-08-11T07:00:00Z
Decatur County,47039,Tennessee,11663,188,"Madison (Jackson), TN - Gibson, TN",260778,2.4,3.1,8.57,Low,2022-04-21T07:00:00Z
Dade County,29057,Missouri,7561,549,"Greene (Springfield), MO - Christian, MO",695270,1.3,2.4,0,Low,2022-05-19T07:00:00Z
Brazos County,48041,Texas,229211,464,"Brazos (Bryan), TX - Washington, TX",329490,4.4,13.7,293.62,High,2022-08-11T07:00:00Z
Tyler County,48457,Texas,21672,413,"Jefferson (Beaumont), TX - Orange, TX",463359,7.5,15.3,336.84,High,2022-07-28T07:00:00Z
Union County,47173,Tennessee,19972,147,"Knox (Knoxville), TN - Blount, TN",888452,4.3,10.4,275.39,High,2022-07-28T07:00:00Z
Kleberg County,48273,Texas,30680,437,"Nueces (Corpus Christi), TX - San Patricio, TX",554557,6.2,10.3,140.16,Medium,2022-03-10T07:00:00Z
Bath County,21011,Kentucky,12500,131,"Montgomery, KY - Bath, KY",40657,1.9,4.9,576.0,Medium,2022-09-01T07:00:00Z
Pointe Coupee Parish,22077,Louisiana,21730,419,"East Baton Rouge (Baton Rouge), LA - Livingston, LA",822861,1.8,5.7,133.46,Low,2022-06-02T07:00:00Z
Hanson County,46061,South Dakota,3453,615,"Davison, SD - Charles Mix, SD",51576,6.0,13.6,57.92,Medium,2022-09-01T07:00:00Z
Camuy Muni,72027,Puerto Rico,30504,904,Puerto Rico,3193694,2,8,803.17,Medium,2022-04-28T07:00:00Z
Pierce County,13229,Georgia,19465,174,"Ware, GA - Pierce, GA",72981,1.2,1.4,41.1,Low,2022-05-12T07:00:00Z
Brazos County,48041,Texas,229211,464,"Brazos (Bryan), TX - Washington, TX",329490,3.7,11.5,245.63,High,2022-09-01T07:00:00Z
Rockingham County,51165,Virginia,81948,63,"Rockingham, VA - Harrisonburg City, VA",165835,3.3,5.4,128.13,Low,2022-07-21T07:00:00Z
Burke County,37023,North Carolina,90485,229,"Catawba (Hickory), NC - Burke, NC",332214,3.5,7.8,175.72,Low,2022-06-02T07:00:00Z
Hamilton County,47065,Tennessee,367804,141,"Hamilton (Chattanooga), TN - Walker, GA",565194,0.6,2.1,24.74,Low,2022-04-21T07:00:00Z
Hot Springs County,56017,Wyoming,4413,777,"Fremont, WY - Washakie, WY",51479,0.1,1.9,45.32,Low,2022-05-12T07:00:00Z
Talbot County,24041,Maryland,37181,107,"Queen Annes, MD - Talbot, MD",152897,5,2.6,107.58,Low,2022-06-16T07:00:00Z
Carbon County,30009,Montana,10725,691,"Yellowstone (Billings), MT - Big Horn, MT",210073,1.5,17.6,46.62,Medium,2022-06-23T07:00:00Z
Teton County,16081,Idaho,12142,722,"Bonneville, ID - Madison, ID",221838,0.3,1.4,41.18,Low,2022-04-21T07:00:00Z
Rutherford County,37161,North Carolina,67029,218,"Gaston (Gastonia), NC - Cleveland, NC",475616,6.5,10.9,238.7,High,2022-08-04T07:00:00Z
Stark County,38089,North Dakota,31489,605,"Stark, ND - Dunn, ND",38602,4,5.2,28.58,Low,2022-04-07T07:00:00Z
Edgefield County,45037,South Carolina,27260,152,"Richmond (South Augusta), GA - Aiken, SC",648284,4.8,3.4,132.06,Low,2022-03-10T07:00:00Z
Sussex County,51183,Virginia,11159,77,"Petersburg City, VA - Prince George, VA",138353,5.4,11.6,35.85,Medium,2022-03-10T07:00:00Z
Harrison County,19085,Iowa,14049,596,"Pottawattamie (Council Bluffs), IA - Harrison, IA",152150,1.3,3.3,14.24,Low,2022-05-12T07:00:00Z
Fayette County,48149,Texas,25346,490,"Fayette, TX - Colorado, TX",46839,0.3,2.1,31.56,Low,2022-04-07T07:00:00Z
Quitman County,28119,Mississippi,6792,422,"Coahoma, MS - Tallahatchie, MS",42725,0.2,2.3,103.06,Low,2022-07-07T07:00:00Z
Marion County,28091,Mississippi,24573,477,"Pike, MS - Marion, MS",90444,11.3,17.7,402.88,High,2022-08-25T07:00:00Z
Jones County,13169,Georgia,28735,193,"Bibb (Macon), GA - Houston, GA",456389,3.8,15.8,121.8,Medium,2022-09-01T07:00:00Z
Gasconade County,29073,Missouri,14706,581,"Cole, MO - Callaway, MO",224177,5.8,10.3,108.8,Medium,2022-08-25T07:00:00Z
Phillips County,08095,Colorado,4265,763,"Logan, CO - Phillips, CO",28922,0.2,10.4,93.79,Medium,2022-06-30T07:00:00Z
St. James Parish,22093,Louisiana,21096,403,"Orleans (New Orleans), LA - Jefferson, LA",1010111,3.7,14.5,308.12,High,2022-06-30T07:00:00Z
Fulton County,21075,Kentucky,5969,181,"Weakley, TN - Obion, TN",69366,0.7,2.9,16.75,Low,2022-05-12T07:00:00Z
Phillips County,08095,Colorado,4265,763,"Logan, CO - Phillips, CO",28922,0.0,0.0,140.68,Low,2022-09-01T07:00:00Z
Fillmore County,31059,Nebraska,5462,658,"Fillmore, NE - Thayer, NE",10465,0,9.6,18.31,Low,2022-03-10T07:00:00Z
Blaine County,30005,Montana,6681,712,"Hill, MT - Blaine, MT",29456,3.2,13.6,628.65,High,2022-02-24T07:00:00Z
Douglas County,27041,Minnesota,38141,608,"Douglas, MN - Pope, MN",59195,5.8,16.9,115.36,Medium,2022-05-05T07:00:00Z
Dallas County,19049,Iowa,93453,546,"Polk (Des Moines), IA - Dallas, IA",763408,3.7,6,149.81,Low,2022-07-07T07:00:00Z
Broadwater County,30007,Montana,6237,721,"Lewis and Clark, MT - Jefferson, MT",87890,3.8,6.8,48.1,Low,2022-06-23T07:00:00Z
Cumberland County,51049,Virginia,9932,33,"Henrico (Richmond), VA - Chesterfield, VA",1291086,1,3.6,80.55,Low,2022-05-05T07:00:00Z
Clay County,05021,Arkansas,14551,571,"Craighead, AR - Greene, AR",257231,4.3,12.4,274.9,High,2022-09-01T07:00:00Z
Pondera County,30073,Montana,5911,692,"Cascade (Great Falls), MT - Glacier, MT",119555,4,12.5,253.76,High,2022-07-21T07:00:00Z
Allen Parish,22003,Louisiana,25627,450,"Rapides (Alexandria), LA - Avoyelles, LA",242194,8,19.8,253.64,High,2022-07-28T07:00:00Z
La Crosse County,55063,Wisconsin,118016,290,"La Crosse (La Crosse), WI - Monroe, WI",257027,3.2,10.5,219.46,High,2022-06-09T07:00:00Z
Washington County,21229,Kentucky,12095,272,"Jefferson (Louisville), KY - Bullitt, KY",1077334,2.5,4.9,214.96,Medium,2022-03-24T07:00:00Z
Cumberland County,51049,Virginia,9932,33,"Henrico (Richmond), VA - Chesterfield, VA",1291086,3.5,13.6,201.37,High,2022-07-14T07:00:00Z
Delaware County,40041,Oklahoma,43009,446,"Washington (Fayetteville), AR - Benton, AR",577913,0.6,2.2,18.6,Low,2022-05-12T07:00:00Z
Crawford County,26039,Michigan,14029,392,"Roscommon, MI - Otsego, MI",62716,0.4,3.2,106.92,Low,2022-06-02T07:00:00Z
Randolph County,54083,West Virginia,28695,50,"Randolph, WV - Barbour, WV",60222,2.4,3.3,73.18,Low,2022-03-24T07:00:00Z
Wilbarger County,48487,Texas,12769,458,"Wilbarger, TX - Hardeman, TX",17857,4.1,44.8,289.76,High,2022-08-18T07:00:00Z
Archer County,48009,Texas,8553,420,"Wichita (Wichita Falls), TX - Montague, TX",197756,1.6,7.1,198.76,Low,2022-07-07T07:00:00Z
Nottoway County,51135,Virginia,15232,33,"Henrico (Richmond), VA - Chesterfield, VA",1291086,2.7,10.5,131.3,Medium,2022-05-26T07:00:00Z
Union County,05139,Arkansas,38682,486,"Union, AR - Columbia, AR",67328,8.2,7.4,188.72,Low,2022-08-11T07:00:00Z
Ponce Muni,72113,Puerto Rico,131881,904,Puerto Rico,3193694,3.9,8.8,796.93,Medium,2022-06-02T07:00:00Z
Morgan County,18109,Indiana,70489,275,"Marion (Indianapolis), IN - Johnson, IN",1462435,3,12.5,168.82,Medium,2022-07-21T07:00:00Z
Wharton County,48481,Texas,41556,505,"Brazoria (Lake Jackson), TX - Wharton, TX",452463,1.1,0.9,48.13,Low,2022-05-12T07:00:00Z
Meriwether County,13199,Georgia,21167,172,"Coweta, GA - Troup (La Grange), GA",307497,0.7,2,80.31,Low,2022-06-02T07:00:00Z
Union Parish,22111,Louisiana,22108,439,"Lincoln, LA - Union, LA",97835,0.7,6.1,199.02,Low,2022-06-30T07:00:00Z
Clay County,37043,North Carolina,11231,258,"Cherokee, NC - Clay, NC",39843,1.7,7.5,293.83,Medium,2022-07-14T07:00:00Z
Walton County,13297,Georgia,94593,153,"Fulton (Atlanta), GA - DeKalb, GA",3830463,4,9.2,112.06,Low,2022-06-16T07:00:00Z
Logan County,31113,Nebraska,748,594,"Custer, NE - Valley, NE",20286,0,9.9,133.69,Low,2022-05-05T07:00:00Z
Manassas City,51683,Virginia,41085,109,"Prince William (Dale City), VA - Fauquier, VA",600120,1.7,0.7,31.64,Low,2022-03-10T07:00:00Z
Atkinson County,13003,Georgia,8165,236,"Coffee, GA - Jeff Davis, GA",66553,0.3,1.5,171.46,Low,2022-06-02T07:00:00Z
Jefferson County,30043,Montana,12221,721,"Lewis and Clark, MT - Jefferson, MT",87890,5.4,14.8,139.1,Medium,2022-08-04T07:00:00Z
District of Columbia,11001,District of Columbia,705749,61,"Montgomery, MD - Prince Georges, MD",2942531,5.3,8.2,84.02,Low,2022-09-01T07:00:00Z
Ochiltree County,48357,Texas,9836,405,"Potter (Amarillo), TX - Randall, TX",350272,3.7,1.4,1209.84,Medium,2022-03-17T07:00:00Z
Merrick County,31121,Nebraska,7755,555,"Hall, NE - Hamilton, NE",87233,0.2,0,12.89,Low,2022-04-21T07:00:00Z
Bedford County,51019,Virginia,78997,14,"Roanoke City, VA - Roanoke, VA",592537,5.5,8.6,120.26,Low,2022-03-17T07:00:00Z
Washington County,49053,Utah,177556,707,"Clark (Las Vegas), NV - Washington, UT",2511266,3.7,8.6,95.18,Low,2022-08-11T07:00:00Z
Lincoln County,46083,South Dakota,61128,544,"Minnehaha (Sioux Falls), SD - Lincoln, SD",335949,5.1,16.4,85.07,Medium,2022-09-01T07:00:00Z
Cottonwood County,27033,Minnesota,11196,619,"Nobles, MN - Cottonwood, MN",50865,2.8,11.8,232.23,High,2022-07-28T07:00:00Z
Barry County,26015,Michigan,61550,381,"Calhoun (Battle Creek), MI - Barry, MI",195709,5.4,9.2,82.86,Low,2022-06-23T07:00:00Z
Wythe County,51197,Virginia,28684,70,"Montgomery, VA - Pulaski, VA",196215,4.1,9.2,191.74,Low,2022-06-23T07:00:00Z
Dade County,29057,Missouri,7561,549,"Greene (Springfield), MO - Christian, MO",695270,2.8,5.9,145.48,Low,2022-06-23T07:00:00Z
Newport News City,51700,Virginia,179225,5,"Newport News City, VA - Hampton City, VA",531945,1.6,2.8,52.45,Low,2022-03-17T07:00:00Z
Clay County,47027,Tennessee,7615,215,"Putnam, TN - White, TN",154280,1.7,5.2,0,Low,2022-06-23T07:00:00Z
Braxton County,54007,West Virginia,13957,92,"Harrison, WV - Upshur, WV",137567,2.5,13.1,200.62,High,2022-06-09T07:00:00Z
Mitchell County,20123,Kansas,5979,622,"Mitchell, KS - Osborne, KS",12279,0.7,8.1,0,Low,2022-04-07T07:00:00Z
Aibonito Muni,72009,Puerto Rico,22108,904,Puerto Rico,3193694,4.1,7.3,633.25,Medium,2022-06-23T07:00:00Z
Doddridge County,54017,West Virginia,8448,92,"Harrison, WV - Upshur, WV",137567,14.9,37.8,603.69,High,2022-02-24T07:00:00Z
El Paso County,48141,Texas,839238,415,"El Paso (El Paso), TX - Hudspeth, TX",846464,4.4,11.3,129.88,Medium,2022-09-01T07:00:00Z
Toa Baja Muni,72137,Puerto Rico,74271,904,Puerto Rico,3193694,3.7,6.7,428.16,Medium,2022-08-25T07:00:00Z
Douglas County,55031,Wisconsin,43150,289,"St. Louis (Duluth), MN - Itasca, MN",381133,3.8,8.4,150.64,Low,2022-07-21T07:00:00Z
Turner County,13287,Georgia,7985,189,"Tift, GA - Ben Hill, GA",74745,10.4,18.7,237.95,High,2022-02-24T07:00:00Z
Carbon County,30009,Montana,10725,691,"Yellowstone (Billings), MT - Big Horn, MT",210073,3.4,24.8,186.48,High,2022-07-21T07:00:00Z
Butte County,46019,South Dakota,10429,558,"Pennington (Rapid City), SD - Meade, SD",171565,1.7,2.3,38.35,Low,2022-03-31T07:00:00Z
Baker County,13007,Georgia,3038,144,"Dougherty (Albany), GA - Lee, GA",175755,9.4,15.9,65.83,Medium,2022-08-11T07:00:00Z
Calloway County,21035,Kentucky,39001,115,"Calloway, KY - Henry, TN",115273,0.3,0.9,25.64,Low,2022-04-28T07:00:00Z
Jefferson County,41031,Oregon,24658,719,"Deschutes, OR - Crook, OR",255479,5.8,0.4,344.72,Medium,2022-08-11T07:00:00Z
Clayton County,13063,Georgia,292256,153,"Fulton (Atlanta), GA - DeKalb, GA",3830463,1.5,3.4,37.98,Low,2022-04-28T07:00:00Z
Canyon County,16027,Idaho,229849,716,"Ada (Boise City), ID - Canyon, ID",788105,7,10,145.31,Medium,2022-08-11T07:00:00Z
Faribault County,27043,Minnesota,13653,646,"Freeborn, MN - Faribault, MN",43934,6.8,18.2,205.08,High,2022-06-16T07:00:00Z
Comanche County,20033,Kansas,1700,618,"Pratt, KS - Kiowa, KS",13339,0,0,0,Low,2022-05-12T07:00:00Z
Franklin County,18047,Indiana,22758,270,"Hamilton (Cincinnati), OH - Butler, OH",1735525,1.8,4.1,26.36,Low,2022-05-12T07:00:00Z
Nelson County,51125,Virginia,14930,99,"Albemarle, VA - Charlottesville City, VA",383641,1.3,5.2,60.28,Low,2022-04-28T07:00:00Z
Wayne County,54099,West Virginia,39402,46,"Cabell (Huntington), WV - Lawrence, OH",346344,1.8,6.4,25.38,Low,2022-04-28T07:00:00Z
Peñuelas Muni,72111,Puerto Rico,19249,904,Puerto Rico,3193694,3.9,6.3,503.92,Medium,2022-07-28T07:00:00Z
Wood County,55141,Wisconsin,72999,282,"Marathon (Wausau), WI - Wood, WI",291401,2.7,12,273.98,High,2022-05-19T07:00:00Z
Dodge County,13091,Georgia,20605,206,"Laurens, GA - Toombs, GA",144412,5.8,10.4,179.57,Medium,2022-07-28T07:00:00Z
Grundy County,47061,Tennessee,13427,239,"Coffee, TN - Franklin, TN",118643,0.5,1.7,119.16,Low,2022-06-02T07:00:00Z
Chase County,20017,Kansas,2648,567,"Lyon, KS - Coffey, KS",50004,4.3,8.0,75.53,Low,2022-09-01T07:00:00Z
Shelby County,48419,Texas,25274,447,"Nacogdoches, TX - Shelby, TX",109257,2.9,4.6,51.44,Low,2022-03-17T07:00:00Z
Walker County,48471,Texas,72971,449,"Angelina, TX - Walker, TX",225690,5.9,5.8,191.86,Low,2022-06-30T07:00:00Z
Edwards County,20047,Kansas,2798,583,"Barton, KS - Pawnee, KS",38027,0.5,13.1,35.74,Medium,2022-05-19T07:00:00Z
Lawrence County,05075,Arkansas,16406,571,"Craighead, AR - Greene, AR",257231,2,5.4,274.29,Medium,2022-03-17T07:00:00Z
Accomack County,51001,Virginia,32316,137,"Accomack, VA - Northampton, VA",44026,4.3,9.1,133.06,Low,2022-06-02T07:00:00Z
Dinwiddie County,51053,Virginia,28544,77,"Petersburg City, VA - Prince George, VA",138353,0.5,2.2,45.54,Low,2022-04-14T07:00:00Z
Kingman County,20095,Kansas,7152,661,"Kingman, KS - Harper, KS",12588,0,15.9,69.91,Medium,2022-02-24T07:00:00Z
Madison County,01089,Alabama,372909,210,"Madison (Huntsville), AL - Limestone, AL",557816,0.9,11.5,112.63,Medium,2022-05-19T07:00:00Z
Towner County,38095,North Dakota,2189,638,"Rolette, ND - Pierce, ND",20340,1.9,9.8,274.1,Medium,2022-08-25T07:00:00Z
Washburn County,55129,Wisconsin,15720,314,"Washburn, WI - Burnett, WI",31134,0.7,6.4,133.59,Low,2022-04-28T07:00:00Z
Anne Arundel County,24003,Maryland,579234,16,"Baltimore, MD - Baltimore City, MD",2586756,4.1,7.7,151.41,Low,2022-06-16T07:00:00Z
Martin County,12085,Florida,161000,221,"Palm Beach (West Palm Beach), FL - St. Lucie, FL",2028235,5.7,18.5,136.65,Medium,2022-09-01T07:00:00Z
Benewah County,16009,Idaho,9298,734,"Kootenai, ID - Bonner, ID",245861,1.1,1.2,64.53,Low,2022-05-26T07:00:00Z
